тип_массива,размер,алгоритм,threshold,время_мкс
almost,5700,hybrid,50,78
random,5800,merge,0,161
random,5800,hybrid,5,141
random,5800,hybrid,10,131
random,5800,hybrid,20,130
random,5800,hybrid,30,125
random,5800,hybrid,50,126
reversed,5800,merge,0,109
reversed,5800,hybrid,5,91
reversed,5800,hybrid,10,83
reversed,5800,hybrid,20,82
reversed,5800,hybrid,30,81
reversed,5800,hybrid,50,87
almost,5800,merge,0,126
almost,5800,hybrid,5,106
almost,5800,hybrid,10,103
almost,5800,hybrid,20,94
almost,5800,hybrid,30,88
almost,5800,hybrid,50,81
random,5900,merge,0,168
random,5900,hybrid,5,144
random,5900,hybrid,10,134
random,5900,hybrid,20,133
random,5900,hybrid,30,128
random,5900,hybrid,50,129
reversed,5900,merge,0,113
reversed,5900,hybrid,5,94
reversed,5900,hybrid,10,86
reversed,5900,hybrid,20,84
reversed,5900,hybrid,30,86
reversed,5900,hybrid,50,91
almost,5900,merge,0,129
almost,5900,hybrid,5,109
almost,5900,hybrid,10,101
almost,5900,hybrid,20,96
almost,5900,hybrid,30,91
almost,5900,hybrid,50,83
random,6000,merge,0,171
random,6000,hybrid,5,147
random,6000,hybrid,10,137
random,6000,hybrid,20,135
random,6000,hybrid,30,130
random,6000,hybrid,50,132
reversed,6000,merge,0,114
reversed,6000,hybrid,5,95
reversed,6000,hybrid,10,87
reversed,6000,hybrid,20,84
reversed,6000,hybrid,30,89
reversed,6000,hybrid,50,97
almost,6000,merge,0,132
almost,6000,hybrid,5,110
almost,6000,hybrid,10,102
almost,6000,hybrid,20,96
almost,6000,hybrid,30,90
almost,6000,hybrid,50,83
random,6100,merge,0,172
random,6100,hybrid,5,150
random,6100,hybrid,10,142
random,6100,hybrid,20,139
random,6100,hybrid,30,133
random,6100,hybrid,50,136
reversed,6100,merge,0,118
reversed,6100,hybrid,5,100
reversed,6100,hybrid,10,88
reversed,6100,hybrid,20,89
reversed,6100,hybrid,30,89
reversed,6100,hybrid,50,99
almost,6100,merge,0,133
almost,6100,hybrid,5,116
almost,6100,hybrid,10,105
almost,6100,hybrid,20,99
almost,6100,hybrid,30,90
almost,6100,hybrid,50,83
random,6200,merge,0,174
random,6200,hybrid,5,155
random,6200,hybrid,10,144
random,6200,hybrid,20,140
random,6200,hybrid,30,136
random,6200,hybrid,50,138
reversed,6200,merge,0,119
reversed,6200,hybrid,5,101
reversed,6200,hybrid,10,90
reversed,6200,hybrid,20,88
reversed,6200,hybrid,30,91
reversed,6200,hybrid,50,109
almost,6200,merge,0,137
almost,6200,hybrid,5,122
almost,6200,hybrid,10,115
almost,6200,hybrid,20,108
almost,6200,hybrid,30,97
almost,6200,hybrid,50,86
random,6300,merge,0,182
random,6300,hybrid,5,161
random,6300,hybrid,10,148
random,6300,hybrid,20,145
random,6300,hybrid,30,141
random,6300,hybrid,50,144
reversed,6300,merge,0,124
reversed,6300,hybrid,5,105
reversed,6300,hybrid,10,95
reversed,6300,hybrid,20,93
reversed,6300,hybrid,30,93
reversed,6300,hybrid,50,103
almost,6300,merge,0,144
almost,6300,hybrid,5,124
almost,6300,hybrid,10,114
almost,6300,hybrid,20,108
almost,6300,hybrid,30,114
almost,6300,hybrid,50,105
random,6400,merge,0,186
random,6400,hybrid,5,156
random,6400,hybrid,10,149
random,6400,hybrid,20,145
random,6400,hybrid,30,141
random,6400,hybrid,50,143
reversed,6400,merge,0,125
reversed,6400,hybrid,5,103
reversed,6400,hybrid,10,95
reversed,6400,hybrid,20,93
reversed,6400,hybrid,30,90
reversed,6400,hybrid,50,102
almost,6400,merge,0,143
almost,6400,hybrid,5,128
almost,6400,hybrid,10,112
almost,6400,hybrid,20,103
almost,6400,hybrid,30,95
almost,6400,hybrid,50,88
random,6500,merge,0,184
random,6500,hybrid,5,161
random,6500,hybrid,10,154
random,6500,hybrid,20,148
random,6500,hybrid,30,143
random,6500,hybrid,50,136
reversed,6500,merge,0,132
reversed,6500,hybrid,5,110
reversed,6500,hybrid,10,95
reversed,6500,hybrid,20,100
reversed,6500,hybrid,30,97
reversed,6500,hybrid,50,100
almost,6500,merge,0,152
almost,6500,hybrid,5,123
almost,6500,hybrid,10,114
almost,6500,hybrid,20,106
almost,6500,hybrid,30,96
almost,6500,hybrid,50,95
random,6600,merge,0,191
random,6600,hybrid,5,163
random,6600,hybrid,10,157
random,6600,hybrid,20,149
random,6600,hybrid,30,145
random,6600,hybrid,50,132
reversed,6600,merge,0,127
reversed,6600,hybrid,5,108
reversed,6600,hybrid,10,98
reversed,6600,hybrid,20,96
reversed,6600,hybrid,30,95
reversed,6600,hybrid,50,96
almost,6600,merge,0,157
almost,6600,hybrid,5,131
almost,6600,hybrid,10,119
almost,6600,hybrid,20,111
almost,6600,hybrid,30,102
almost,6600,hybrid,50,99
random,6700,merge,0,189
random,6700,hybrid,5,165
random,6700,hybrid,10,157
random,6700,hybrid,20,151
random,6700,hybrid,30,148
random,6700,hybrid,50,135
reversed,6700,merge,0,130
reversed,6700,hybrid,5,109
reversed,6700,hybrid,10,102
reversed,6700,hybrid,20,99
reversed,6700,hybrid,30,97
reversed,6700,hybrid,50,96
almost,6700,merge,0,150
almost,6700,hybrid,5,128
almost,6700,hybrid,10,119
almost,6700,hybrid,20,109
almost,6700,hybrid,30,101
almost,6700,hybrid,50,101
random,6800,merge,0,193
random,6800,hybrid,5,168
random,6800,hybrid,10,160
random,6800,hybrid,20,154
random,6800,hybrid,30,150
random,6800,hybrid,50,138
reversed,6800,merge,0,134
reversed,6800,hybrid,5,113
reversed,6800,hybrid,10,103
reversed,6800,hybrid,20,99
reversed,6800,hybrid,30,93
reversed,6800,hybrid,50,90
almost,6800,merge,0,154
almost,6800,hybrid,5,131
almost,6800,hybrid,10,122
almost,6800,hybrid,20,111
almost,6800,hybrid,30,103
almost,6800,hybrid,50,102
random,6900,merge,0,197
random,6900,hybrid,5,171
random,6900,hybrid,10,164
random,6900,hybrid,20,157
random,6900,hybrid,30,157
random,6900,hybrid,50,140
reversed,6900,merge,0,134
reversed,6900,hybrid,5,116
reversed,6900,hybrid,10,101
reversed,6900,hybrid,20,102
reversed,6900,hybrid,30,100
reversed,6900,hybrid,50,99
almost,6900,merge,0,154
almost,6900,hybrid,5,132
almost,6900,hybrid,10,122
almost,6900,hybrid,20,112
almost,6900,hybrid,30,104
almost,6900,hybrid,50,102
random,7000,merge,0,201
random,7000,hybrid,5,178
random,7000,hybrid,10,169
random,7000,hybrid,20,159
random,7000,hybrid,30,156
random,7000,hybrid,50,143
reversed,7000,merge,0,139
reversed,7000,hybrid,5,117
reversed,7000,hybrid,10,106
reversed,7000,hybrid,20,105
reversed,7000,hybrid,30,103
reversed,7000,hybrid,50,97
almost,7000,merge,0,158
almost,7000,hybrid,5,142
almost,7000,hybrid,10,125
almost,7000,hybrid,20,116
almost,7000,hybrid,30,107
almost,7000,hybrid,50,106
random,7100,merge,0,207
random,7100,hybrid,5,177
random,7100,hybrid,10,170
random,7100,hybrid,20,162
random,7100,hybrid,30,159
random,7100,hybrid,50,145
reversed,7100,merge,0,141
reversed,7100,hybrid,5,118
reversed,7100,hybrid,10,103
reversed,7100,hybrid,20,106
reversed,7100,hybrid,30,104
reversed,7100,hybrid,50,104
almost,7100,merge,0,163
almost,7100,hybrid,5,139
almost,7100,hybrid,10,127
almost,7100,hybrid,20,118
almost,7100,hybrid,30,113
almost,7100,hybrid,50,107
random,7200,merge,0,206
random,7200,hybrid,5,179
random,7200,hybrid,10,172
random,7200,hybrid,20,164
random,7200,hybrid,30,163
random,7200,hybrid,50,147
reversed,7200,merge,0,142
reversed,7200,hybrid,5,119
reversed,7200,hybrid,10,106
reversed,7200,hybrid,20,105
reversed,7200,hybrid,30,105
reversed,7200,hybrid,50,102
almost,7200,merge,0,160
almost,7200,hybrid,5,141
almost,7200,hybrid,10,125
almost,7200,hybrid,20,118
almost,7200,hybrid,30,110
almost,7200,hybrid,50,107
random,7300,merge,0,210
random,7300,hybrid,5,182
random,7300,hybrid,10,175
random,7300,hybrid,20,169
random,7300,hybrid,30,164
random,7300,hybrid,50,150
reversed,7300,merge,0,145
reversed,7300,hybrid,5,120
reversed,7300,hybrid,10,110
reversed,7300,hybrid,20,108
reversed,7300,hybrid,30,112
reversed,7300,hybrid,50,109
almost,7300,merge,0,166
almost,7300,hybrid,5,141
almost,7300,hybrid,10,130
almost,7300,hybrid,20,120
almost,7300,hybrid,30,114
almost,7300,hybrid,50,110
random,7400,merge,0,212
random,7400,hybrid,5,184
random,7400,hybrid,10,176
random,7400,hybrid,20,169
random,7400,hybrid,30,167
random,7400,hybrid,50,152
reversed,7400,merge,0,145
reversed,7400,hybrid,5,120
reversed,7400,hybrid,10,112
reversed,7400,hybrid,20,109
reversed,7400,hybrid,30,116
reversed,7400,hybrid,50,109
almost,7400,merge,0,166
almost,7400,hybrid,5,142
almost,7400,hybrid,10,130
almost,7400,hybrid,20,125
almost,7400,hybrid,30,113
almost,7400,hybrid,50,111
random,7500,merge,0,216
random,7500,hybrid,5,187
random,7500,hybrid,10,182
random,7500,hybrid,20,174
random,7500,hybrid,30,172
random,7500,hybrid,50,155
reversed,7500,merge,0,148
reversed,7500,hybrid,5,121
reversed,7500,hybrid,10,109
reversed,7500,hybrid,20,108
reversed,7500,hybrid,30,113
reversed,7500,hybrid,50,106
almost,7500,merge,0,173
almost,7500,hybrid,5,145
almost,7500,hybrid,10,133
almost,7500,hybrid,20,124
almost,7500,hybrid,30,115
almost,7500,hybrid,50,115
random,7600,merge,0,222
random,7600,hybrid,5,190
random,7600,hybrid,10,184
random,7600,hybrid,20,175
random,7600,hybrid,30,172
random,7600,hybrid,50,157
reversed,7600,merge,0,147
reversed,7600,hybrid,5,123
reversed,7600,hybrid,10,113
reversed,7600,hybrid,20,114
reversed,7600,hybrid,30,119
reversed,7600,hybrid,50,110
almost,7600,merge,0,173
almost,7600,hybrid,5,147
almost,7600,hybrid,10,138
almost,7600,hybrid,20,129
almost,7600,hybrid,30,118
almost,7600,hybrid,50,116
random,7700,merge,0,220
random,7700,hybrid,5,190
random,7700,hybrid,10,184
random,7700,hybrid,20,178
random,7700,hybrid,30,174
random,7700,hybrid,50,162
reversed,7700,merge,0,152
reversed,7700,hybrid,5,127
reversed,7700,hybrid,10,115
reversed,7700,hybrid,20,117
reversed,7700,hybrid,30,117
reversed,7700,hybrid,50,112
almost,7700,merge,0,172
almost,7700,hybrid,5,144
almost,7700,hybrid,10,134
almost,7700,hybrid,20,126
almost,7700,hybrid,30,118
almost,7700,hybrid,50,116
random,7800,merge,0,225
random,7800,hybrid,5,198
random,7800,hybrid,10,189
random,7800,hybrid,20,182
random,7800,hybrid,30,174
random,7800,hybrid,50,173
reversed,7800,merge,0,153
reversed,7800,hybrid,5,128
reversed,7800,hybrid,10,108
reversed,7800,hybrid,20,112
reversed,7800,hybrid,30,113
reversed,7800,hybrid,50,121
almost,7800,merge,0,172
almost,7800,hybrid,5,144
almost,7800,hybrid,10,137
almost,7800,hybrid,20,126
almost,7800,hybrid,30,121
almost,7800,hybrid,50,118
random,7900,merge,0,230
random,7900,hybrid,5,200
random,7900,hybrid,10,194
random,7900,hybrid,20,185
random,7900,hybrid,30,171
random,7900,hybrid,50,183
reversed,7900,merge,0,154
reversed,7900,hybrid,5,128
reversed,7900,hybrid,10,113
reversed,7900,hybrid,20,122
reversed,7900,hybrid,30,115
reversed,7900,hybrid,50,122
almost,7900,merge,0,176
almost,7900,hybrid,5,145
almost,7900,hybrid,10,136
almost,7900,hybrid,20,128
almost,7900,hybrid,30,126
almost,7900,hybrid,50,120
random,8000,merge,0,231
random,8000,hybrid,5,199
random,8000,hybrid,10,194
random,8000,hybrid,20,187
random,8000,hybrid,30,170
random,8000,hybrid,50,184
reversed,8000,merge,0,154
reversed,8000,hybrid,5,129
reversed,8000,hybrid,10,120
reversed,8000,hybrid,20,118
reversed,8000,hybrid,30,112
reversed,8000,hybrid,50,127
almost,8000,merge,0,175
almost,8000,hybrid,5,146
almost,8000,hybrid,10,136
almost,8000,hybrid,20,128
almost,8000,hybrid,30,127
almost,8000,hybrid,50,116
random,8100,merge,0,236
random,8100,hybrid,5,202
random,8100,hybrid,10,198
random,8100,hybrid,20,193
random,8100,hybrid,30,172
random,8100,hybrid,50,189
reversed,8100,merge,0,156
reversed,8100,hybrid,5,129
reversed,8100,hybrid,10,119
reversed,8100,hybrid,20,122
reversed,8100,hybrid,30,112
reversed,8100,hybrid,50,122
almost,8100,merge,0,189
almost,8100,hybrid,5,152
almost,8100,hybrid,10,142
almost,8100,hybrid,20,135
almost,8100,hybrid,30,135
almost,8100,hybrid,50,130
random,8200,merge,0,238
random,8200,hybrid,5,210
random,8200,hybrid,10,198
random,8200,hybrid,20,191
random,8200,hybrid,30,174
random,8200,hybrid,50,192
reversed,8200,merge,0,155
reversed,8200,hybrid,5,130
reversed,8200,hybrid,10,120
reversed,8200,hybrid,20,122
reversed,8200,hybrid,30,113
reversed,8200,hybrid,50,131
almost,8200,merge,0,178
almost,8200,hybrid,5,148
almost,8200,hybrid,10,139
almost,8200,hybrid,20,132
almost,8200,hybrid,30,131
almost,8200,hybrid,50,123
random,8300,merge,0,243
random,8300,hybrid,5,206
random,8300,hybrid,10,200
random,8300,hybrid,20,198
random,8300,hybrid,30,177
random,8300,hybrid,50,196
reversed,8300,merge,0,158
reversed,8300,hybrid,5,129
reversed,8300,hybrid,10,121
reversed,8300,hybrid,20,124
reversed,8300,hybrid,30,115
reversed,8300,hybrid,50,125
almost,8300,merge,0,183
almost,8300,hybrid,5,151
almost,8300,hybrid,10,142
almost,8300,hybrid,20,133
almost,8300,hybrid,30,136
almost,8300,hybrid,50,127
random,8400,merge,0,245
random,8400,hybrid,5,209
random,8400,hybrid,10,205
random,8400,hybrid,20,196
random,8400,hybrid,30,178
random,8400,hybrid,50,196
reversed,8400,merge,0,161
reversed,8400,hybrid,5,137
reversed,8400,hybrid,10,125
reversed,8400,hybrid,20,129
reversed,8400,hybrid,30,117
reversed,8400,hybrid,50,122
almost,8400,merge,0,188
almost,8400,hybrid,5,158
almost,8400,hybrid,10,150
almost,8400,hybrid,20,141
almost,8400,hybrid,30,136
almost,8400,hybrid,50,131
random,8500,merge,0,249
random,8500,hybrid,5,211
random,8500,hybrid,10,209
random,8500,hybrid,20,200
random,8500,hybrid,30,182
random,8500,hybrid,50,202
reversed,8500,merge,0,169
reversed,8500,hybrid,5,134
reversed,8500,hybrid,10,124
reversed,8500,hybrid,20,128
reversed,8500,hybrid,30,121
reversed,8500,hybrid,50,133
almost,8500,merge,0,192
almost,8500,hybrid,5,157
almost,8500,hybrid,10,149
almost,8500,hybrid,20,141
almost,8500,hybrid,30,142
almost,8500,hybrid,50,133
random,8600,merge,0,254
random,8600,hybrid,5,216
random,8600,hybrid,10,211
random,8600,hybrid,20,205
random,8600,hybrid,30,185
random,8600,hybrid,50,205
reversed,8600,merge,0,168
reversed,8600,hybrid,5,139
reversed,8600,hybrid,10,125
reversed,8600,hybrid,20,131
reversed,8600,hybrid,30,121
reversed,8600,hybrid,50,133
almost,8600,merge,0,194
almost,8600,hybrid,5,155
almost,8600,hybrid,10,146
almost,8600,hybrid,20,140
almost,8600,hybrid,30,137
almost,8600,hybrid,50,130
random,8700,merge,0,257
random,8700,hybrid,5,217
random,8700,hybrid,10,212
random,8700,hybrid,20,207
random,8700,hybrid,30,189
random,8700,hybrid,50,208
reversed,8700,merge,0,170
reversed,8700,hybrid,5,141
reversed,8700,hybrid,10,127
reversed,8700,hybrid,20,131
reversed,8700,hybrid,30,122
reversed,8700,hybrid,50,138
almost,8700,merge,0,196
almost,8700,hybrid,5,163
almost,8700,hybrid,10,153
almost,8700,hybrid,20,146
almost,8700,hybrid,30,144
almost,8700,hybrid,50,139
random,8800,merge,0,257
random,8800,hybrid,5,219
random,8800,hybrid,10,215
random,8800,hybrid,20,211
random,8800,hybrid,30,188
random,8800,hybrid,50,210
reversed,8800,merge,0,172
reversed,8800,hybrid,5,139
reversed,8800,hybrid,10,130
reversed,8800,hybrid,20,132
reversed,8800,hybrid,30,125
reversed,8800,hybrid,50,141
almost,8800,merge,0,202
almost,8800,hybrid,5,168
almost,8800,hybrid,10,158
almost,8800,hybrid,20,151
almost,8800,hybrid,30,147
almost,8800,hybrid,50,143
random,8900,merge,0,275
random,8900,hybrid,5,231
random,8900,hybrid,10,219
random,8900,hybrid,20,213
random,8900,hybrid,30,192
random,8900,hybrid,50,213
reversed,8900,merge,0,177
reversed,8900,hybrid,5,141
reversed,8900,hybrid,10,130
reversed,8900,hybrid,20,134
reversed,8900,hybrid,30,131
reversed,8900,hybrid,50,143
almost,8900,merge,0,204
almost,8900,hybrid,5,168
almost,8900,hybrid,10,157
almost,8900,hybrid,20,150
almost,8900,hybrid,30,146
almost,8900,hybrid,50,140
random,9000,merge,0,266
random,9000,hybrid,5,226
random,9000,hybrid,10,222
random,9000,hybrid,20,216
random,9000,hybrid,30,198
random,9000,hybrid,50,218
reversed,9000,merge,0,174
reversed,9000,hybrid,5,142
reversed,9000,hybrid,10,134
reversed,9000,hybrid,20,135
reversed,9000,hybrid,30,131
reversed,9000,hybrid,50,148
almost,9000,merge,0,204
almost,9000,hybrid,5,167
almost,9000,hybrid,10,158
almost,9000,hybrid,20,150
almost,9000,hybrid,30,149
almost,9000,hybrid,50,142
random,9100,merge,0,270
random,9100,hybrid,5,228
random,9100,hybrid,10,225
random,9100,hybrid,20,217
random,9100,hybrid,30,197
random,9100,hybrid,50,218
reversed,9100,merge,0,182
reversed,9100,hybrid,5,145
reversed,9100,hybrid,10,141
reversed,9100,hybrid,20,140
reversed,9100,hybrid,30,131
reversed,9100,hybrid,50,147
almost,9100,merge,0,209
almost,9100,hybrid,5,169
almost,9100,hybrid,10,160
almost,9100,hybrid,20,153
almost,9100,hybrid,30,149
almost,9100,hybrid,50,141
random,9200,merge,0,277
random,9200,hybrid,5,229
random,9200,hybrid,10,225
random,9200,hybrid,20,217
random,9200,hybrid,30,197
random,9200,hybrid,50,219
reversed,9200,merge,0,186
reversed,9200,hybrid,5,146
reversed,9200,hybrid,10,133
reversed,9200,hybrid,20,142
reversed,9200,hybrid,30,135
reversed,9200,hybrid,50,147
almost,9200,merge,0,210
almost,9200,hybrid,5,172
almost,9200,hybrid,10,162
almost,9200,hybrid,20,155
almost,9200,hybrid,30,152
almost,9200,hybrid,50,147
random,9300,merge,0,277
random,9300,hybrid,5,233
random,9300,hybrid,10,234
random,9300,hybrid,20,221
random,9300,hybrid,30,203
random,9300,hybrid,50,225
reversed,9300,merge,0,183
reversed,9300,hybrid,5,146
reversed,9300,hybrid,10,138
reversed,9300,hybrid,20,143
reversed,9300,hybrid,30,133
reversed,9300,hybrid,50,151
almost,9300,merge,0,212
almost,9300,hybrid,5,175
almost,9300,hybrid,10,165
almost,9300,hybrid,20,154
almost,9300,hybrid,30,150
almost,9300,hybrid,50,144
random,9400,merge,0,280
random,9400,hybrid,5,236
random,9400,hybrid,10,231
random,9400,hybrid,20,224
random,9400,hybrid,30,207
random,9400,hybrid,50,230
reversed,9400,merge,0,189
reversed,9400,hybrid,5,147
reversed,9400,hybrid,10,138
reversed,9400,hybrid,20,145
reversed,9400,hybrid,30,137
reversed,9400,hybrid,50,155
almost,9400,merge,0,216
almost,9400,hybrid,5,180
almost,9400,hybrid,10,166
almost,9400,hybrid,20,162
almost,9400,hybrid,30,160
almost,9400,hybrid,50,150
random,9500,merge,0,285
random,9500,hybrid,5,240
random,9500,hybrid,10,238
random,9500,hybrid,20,227
random,9500,hybrid,30,206
random,9500,hybrid,50,230
reversed,9500,merge,0,193
reversed,9500,hybrid,5,152
reversed,9500,hybrid,10,144
reversed,9500,hybrid,20,144
reversed,9500,hybrid,30,138
reversed,9500,hybrid,50,154
almost,9500,merge,0,217
almost,9500,hybrid,5,178
almost,9500,hybrid,10,166
almost,9500,hybrid,20,158
almost,9500,hybrid,30,156
almost,9500,hybrid,50,148
random,9600,merge,0,286
random,9600,hybrid,5,244
random,9600,hybrid,10,238
random,9600,hybrid,20,230
random,9600,hybrid,30,210
random,9600,hybrid,50,233
reversed,9600,merge,0,196
reversed,9600,hybrid,5,150
reversed,9600,hybrid,10,147
reversed,9600,hybrid,20,146
reversed,9600,hybrid,30,132
reversed,9600,hybrid,50,145
almost,9600,merge,0,225
almost,9600,hybrid,5,182
almost,9600,hybrid,10,172
almost,9600,hybrid,20,164
almost,9600,hybrid,30,161
almost,9600,hybrid,50,154
random,9700,merge,0,293
random,9700,hybrid,5,248
random,9700,hybrid,10,241
random,9700,hybrid,20,234
random,9700,hybrid,30,212
random,9700,hybrid,50,245
reversed,9700,merge,0,198
reversed,9700,hybrid,5,151
reversed,9700,hybrid,10,144
reversed,9700,hybrid,20,153
reversed,9700,hybrid,30,145
reversed,9700,hybrid,50,153
almost,9700,merge,0,222
almost,9700,hybrid,5,182
almost,9700,hybrid,10,162
almost,9700,hybrid,20,149
almost,9700,hybrid,30,147
almost,9700,hybrid,50,142
random,9800,merge,0,295
random,9800,hybrid,5,247
random,9800,hybrid,10,245
random,9800,hybrid,20,238
random,9800,hybrid,30,214
random,9800,hybrid,50,238
reversed,9800,merge,0,194
reversed,9800,hybrid,5,147
reversed,9800,hybrid,10,145
reversed,9800,hybrid,20,144
reversed,9800,hybrid,30,149
reversed,9800,hybrid,50,152
almost,9800,merge,0,230
almost,9800,hybrid,5,187
almost,9800,hybrid,10,175
almost,9800,hybrid,20,167
almost,9800,hybrid,30,165
almost,9800,hybrid,50,155
random,9900,merge,0,298
random,9900,hybrid,5,251
random,9900,hybrid,10,245
random,9900,hybrid,20,239
random,9900,hybrid,30,220
random,9900,hybrid,50,243
reversed,9900,merge,0,203
reversed,9900,hybrid,5,155
reversed,9900,hybrid,10,152
reversed,9900,hybrid,20,154
reversed,9900,hybrid,30,140
reversed,9900,hybrid,50,155
almost,9900,merge,0,232
almost,9900,hybrid,5,186
almost,9900,hybrid,10,178
almost,9900,hybrid,20,169
almost,9900,hybrid,30,169
almost,9900,hybrid,50,157
random,10000,merge,0,304
random,10000,hybrid,5,251
random,10000,hybrid,10,252
random,10000,hybrid,20,242
random,10000,hybrid,30,219
random,10000,hybrid,50,241
reversed,10000,merge,0,203
reversed,10000,hybrid,5,164
reversed,10000,hybrid,10,150
reversed,10000,hybrid,20,152
reversed,10000,hybrid,30,144
reversed,10000,hybrid,50,150
almost,10000,merge,0,233
almost,10000,hybrid,5,187
almost,10000,hybrid,10,177
almost,10000,hybrid,20,169
almost,10000,hybrid,30,169
almost,10000,hybrid,50,156
random,10100,merge,0,306
random,10100,hybrid,5,258
random,10100,hybrid,10,253
random,10100,hybrid,20,244
random,10100,hybrid,30,222
random,10100,hybrid,50,249
reversed,10100,merge,0,204
reversed,10100,hybrid,5,151
reversed,10100,hybrid,10,152
reversed,10100,hybrid,20,153
reversed,10100,hybrid,30,146
reversed,10100,hybrid,50,156
almost,10100,merge,0,237
almost,10100,hybrid,5,191
almost,10100,hybrid,10,181
almost,10100,hybrid,20,173
almost,10100,hybrid,30,174
almost,10100,hybrid,50,159
random,10200,merge,0,309
random,10200,hybrid,5,258
random,10200,hybrid,10,257
random,10200,hybrid,20,249
random,10200,hybrid,30,225
random,10200,hybrid,50,253
reversed,10200,merge,0,210
reversed,10200,hybrid,5,160
reversed,10200,hybrid,10,153
